TranscriptID	GeneID	ProteinID	Description
XM_014745858.1	LOC106785418	XP_014601344.1	PREDICTED:_Polistes_canadensis_paired_amphipathic_helix_protein_Sin3a_(LOC106785418),_transcript_variant_X3,_mRNA
XM_014745859.1	LOC106785411	XP_014601345.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785411_(LOC106785411),_transcript_variant_X3,_mRNA
XM_014745860.1	LOC106785418	XP_014601346.1	PREDICTED:_Polistes_canadensis_paired_amphipathic_helix_protein_Sin3a_(LOC106785418),_transcript_variant_X4,_mRNA
XM_014745861.1	LOC106785418	XP_014601347.1	PREDICTED:_Polistes_canadensis_paired_amphipathic_helix_protein_Sin3a_(LOC106785418),_transcript_variant_X5,_mRNA
XM_014745862.1	LOC106785418	XP_014601348.1	PREDICTED:_Polistes_canadensis_paired_amphipathic_helix_protein_Sin3a_(LOC106785418),_transcript_variant_X6,_mRNA
XM_014745863.1	LOC106785418	XP_014601349.1	PREDICTED:_Polistes_canadensis_paired_amphipathic_helix_protein_Sin3a_(LOC106785418),_transcript_variant_X7,_mRNA
XM_014745864.1	LOC106785419	XP_014601350.1	PREDICTED:_Polistes_canadensis_mitochondrial_tRNA-specific_2-thiouridylase_1_(LOC106785419),_mRNA
XM_014745865.1	LOC106785420	XP_014601351.1	PREDICTED:_Polistes_canadensis_GPI_ethanolamine_phosphate_transferase_1-like_(LOC106785420),_mRNA
XM_014745866.1	LOC106785421	XP_014601352.1	PREDICTED:_Polistes_canadensis_eukaryotic_translation_initiation_factor_3_subunit_K_(LOC106785421),_transcript_variant_X1,_mRNA
XM_014745867.1	LOC106785421	XP_014601353.1	PREDICTED:_Polistes_canadensis_eukaryotic_translation_initiation_factor_3_subunit_K_(LOC106785421),_transcript_variant_X2,_mRNA
XM_014745868.1	LOC106785423	XP_014601354.1	PREDICTED:_Polistes_canadensis_AT-rich_interactive_domain-containing_protein_4B_(LOC106785423),_transcript_variant_X1,_mRNA
XM_014745869.1	LOC106785423	XP_014601355.1	PREDICTED:_Polistes_canadensis_AT-rich_interactive_domain-containing_protein_4B_(LOC106785423),_transcript_variant_X2,_mRNA
XM_014745870.1	LOC106785424	XP_014601356.1	PREDICTED:_Polistes_canadensis_exocyst_complex_component_5_(LOC106785424),_transcript_variant_X1,_mRNA
XM_014745871.1	LOC106785424	XP_014601357.1	PREDICTED:_Polistes_canadensis_exocyst_complex_component_5_(LOC106785424),_transcript_variant_X2,_mRNA
XM_014745872.1	LOC106785422	XP_014601358.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785422_(LOC106785422),_mRNA
XM_014745873.1	LOC106785425	XP_014601359.1	PREDICTED:_Polistes_canadensis_protein_arginine_N-methyltransferase_1_(LOC106785425),_transcript_variant_X1,_mRNA
XM_014745874.1	LOC106785425	XP_014601360.1	PREDICTED:_Polistes_canadensis_protein_arginine_N-methyltransferase_1_(LOC106785425),_transcript_variant_X2,_mRNA
XM_014745875.1	LOC106785426	XP_014601361.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785426_(LOC106785426),_mRNA
XM_014745876.1	LOC106785427	XP_014601362.1	PREDICTED:_Polistes_canadensis_putative_glutamate_synthase_[NADPH]_(LOC106785427),_transcript_variant_X1,_mRNA
XM_014745877.1	LOC106785363	XP_014601363.1	PREDICTED:_Polistes_canadensis_epithelial_discoidin_domain-containing_receptor_1-like_(LOC106785363),_transcript_variant_X2,_mRNA
XM_014745878.1	LOC106785427	XP_014601364.1	PREDICTED:_Polistes_canadensis_putative_glutamate_synthase_[NADPH]_(LOC106785427),_transcript_variant_X2,_mRNA
XM_014745879.1	LOC106785427	XP_014601365.1	PREDICTED:_Polistes_canadensis_putative_glutamate_synthase_[NADPH]_(LOC106785427),_transcript_variant_X3,_mRNA
XM_014745880.1	LOC106785427	XP_014601366.1	PREDICTED:_Polistes_canadensis_putative_glutamate_synthase_[NADPH]_(LOC106785427),_transcript_variant_X4,_mRNA
XM_014745881.1	LOC106785427	XP_014601367.1	PREDICTED:_Polistes_canadensis_putative_glutamate_synthase_[NADPH]_(LOC106785427),_transcript_variant_X5,_mRNA
XM_014745882.1	LOC106785427	XP_014601368.1	PREDICTED:_Polistes_canadensis_putative_glutamate_synthase_[NADPH]_(LOC106785427),_transcript_variant_X6,_mRNA
XM_014745883.1	LOC106785429	XP_014601369.1	PREDICTED:_Polistes_canadensis_ubiquitin_carboxyl-terminal_hydrolase_34_(LOC106785429),_transcript_variant_X1,_mRNA
XM_014745884.1	LOC106785429	XP_014601370.1	PREDICTED:_Polistes_canadensis_ubiquitin_carboxyl-terminal_hydrolase_34_(LOC106785429),_transcript_variant_X2,_mRNA
XM_014745885.1	LOC106785429	XP_014601371.1	PREDICTED:_Polistes_canadensis_ubiquitin_carboxyl-terminal_hydrolase_34_(LOC106785429),_transcript_variant_X3,_mRNA
XM_014745886.1	LOC106785429	XP_014601372.1	PREDICTED:_Polistes_canadensis_ubiquitin_carboxyl-terminal_hydrolase_34_(LOC106785429),_transcript_variant_X4,_mRNA
XM_014745887.1	LOC106785428	XP_014601373.1	PREDICTED:_Polistes_canadensis_two_pore_calcium_channel_protein_1-like_(LOC106785428),_transcript_variant_X1,_mRNA
XM_014745888.1	LOC106785430	XP_014601374.1	PREDICTED:_Polistes_canadensis_metabotropic_glutamate_receptor_2-like_(LOC106785430),_transcript_variant_X1,_mRNA
XM_014745889.1	LOC106785430	XP_014601375.1	PREDICTED:_Polistes_canadensis_metabotropic_glutamate_receptor_2-like_(LOC106785430),_transcript_variant_X2,_mRNA
XM_014745890.1	LOC106785430	XP_014601376.1	PREDICTED:_Polistes_canadensis_metabotropic_glutamate_receptor_2-like_(LOC106785430),_transcript_variant_X3,_mRNA
XM_014745891.1	LOC106785430	XP_014601377.1	PREDICTED:_Polistes_canadensis_metabotropic_glutamate_receptor_2-like_(LOC106785430),_transcript_variant_X4,_mRNA
XM_014745892.1	LOC106785430	XP_014601378.1	PREDICTED:_Polistes_canadensis_metabotropic_glutamate_receptor_2-like_(LOC106785430),_transcript_variant_X5,_mRNA
XM_014745893.1	LOC106785430	XP_014601379.1	PREDICTED:_Polistes_canadensis_metabotropic_glutamate_receptor_2-like_(LOC106785430),_transcript_variant_X6,_mRNA
XM_014745894.1	LOC106785430	XP_014601380.1	PREDICTED:_Polistes_canadensis_metabotropic_glutamate_receptor_2-like_(LOC106785430),_transcript_variant_X7,_mRNA
XM_014745895.1	LOC106785430	XP_014601381.1	PREDICTED:_Polistes_canadensis_metabotropic_glutamate_receptor_2-like_(LOC106785430),_transcript_variant_X8,_mRNA
XM_014745896.1	LOC106785430	XP_014601382.1	PREDICTED:_Polistes_canadensis_metabotropic_glutamate_receptor_2-like_(LOC106785430),_transcript_variant_X9,_mRNA
XM_014745897.1	LOC106785428	XP_014601383.1	PREDICTED:_Polistes_canadensis_two_pore_calcium_channel_protein_1-like_(LOC106785428),_transcript_variant_X2,_mRNA
XM_014745898.1	LOC106785431	XP_014601384.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_24_(LOC106785431),_transcript_variant_X1,_mRNA
XM_014745899.1	LOC106785431	XP_014601385.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_24_(LOC106785431),_transcript_variant_X2,_mRNA
XM_014745900.1	LOC106785431	XP_014601386.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_24_(LOC106785431),_transcript_variant_X3,_mRNA
XM_014745901.1	LOC106785431	XP_014601387.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_24_(LOC106785431),_transcript_variant_X4,_mRNA
XM_014745902.1	LOC106785431	XP_014601388.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_24_(LOC106785431),_transcript_variant_X5,_mRNA
XM_014745903.1	LOC106785432	XP_014601389.1	PREDICTED:_Polistes_canadensis_H(+)/Cl(-)_exchange_transporter_3_(LOC106785432),_transcript_variant_X1,_mRNA
XM_014745904.1	LOC106785432	XP_014601390.1	PREDICTED:_Polistes_canadensis_H(+)/Cl(-)_exchange_transporter_3_(LOC106785432),_transcript_variant_X2,_mRNA
XM_014745905.1	LOC106785432	XP_014601391.1	PREDICTED:_Polistes_canadensis_H(+)/Cl(-)_exchange_transporter_3_(LOC106785432),_transcript_variant_X3,_mRNA
XM_014745906.1	LOC106785432	XP_014601392.1	PREDICTED:_Polistes_canadensis_H(+)/Cl(-)_exchange_transporter_3_(LOC106785432),_transcript_variant_X4,_mRNA
XM_014745907.1	LOC106785432	XP_014601393.1	PREDICTED:_Polistes_canadensis_H(+)/Cl(-)_exchange_transporter_3_(LOC106785432),_transcript_variant_X5,_mRNA
XM_014745908.1	LOC106785432	XP_014601394.1	PREDICTED:_Polistes_canadensis_H(+)/Cl(-)_exchange_transporter_3_(LOC106785432),_transcript_variant_X6,_mRNA
XM_014745909.1	LOC106785434	XP_014601395.1	PREDICTED:_Polistes_canadensis_triokinase/FMN_cyclase-like_(LOC106785434),_transcript_variant_X1,_mRNA
XM_014745910.1	LOC106785434	XP_014601396.1	PREDICTED:_Polistes_canadensis_triokinase/FMN_cyclase-like_(LOC106785434),_transcript_variant_X2,_mRNA
XM_014745911.1	LOC106785435	XP_014601397.1	PREDICTED:_Polistes_canadensis_protein_GDAP2_homolog_(LOC106785435),_transcript_variant_X1,_mRNA
XM_014745912.1	LOC106785433	XP_014601398.1	PREDICTED:_Polistes_canadensis_pre-rRNA-processing_protein_TSR1_homolog_(LOC106785433),_transcript_variant_X1,_mRNA
XM_014745913.1	LOC106785435	XP_014601399.1	PREDICTED:_Polistes_canadensis_protein_GDAP2_homolog_(LOC106785435),_transcript_variant_X2,_mRNA
XM_014745914.1	LOC106785436	XP_014601400.1	PREDICTED:_Polistes_canadensis_eukaryotic_initiation_factor_4A-I_(LOC106785436),_mRNA
XM_014745915.1	LOC106785437	XP_014601401.1	PREDICTED:_Polistes_canadensis_tuberin_(LOC106785437),_mRNA
XM_014745916.1	LOC106785438	XP_014601402.1	PREDICTED:_Polistes_canadensis_zinc_finger_protein_GLI3_(LOC106785438),_mRNA
XM_014745917.1	LOC106785439	XP_014601403.1	PREDICTED:_Polistes_canadensis_splicing_factor_3B_subunit_2_(LOC106785439),_mRNA
XM_014745918.1	LOC106785440	XP_014601404.1	PREDICTED:_Polistes_canadensis_crossover_junction_endonuclease_MUS81_(LOC106785440),_mRNA
XM_014745919.1	LOC106785441	XP_014601405.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785441_(LOC106785441),_transcript_variant_X1,_mRNA
XM_014745920.1	LOC106785433	XP_014601406.1	PREDICTED:_Polistes_canadensis_pre-rRNA-processing_protein_TSR1_homolog_(LOC106785433),_transcript_variant_X2,_mRNA
XM_014745921.1	LOC106785441	XP_014601407.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785441_(LOC106785441),_transcript_variant_X2,_mRNA
XM_014745922.1	LOC106785441	XP_014601408.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785441_(LOC106785441),_transcript_variant_X3,_mRNA
XM_014745923.1	LOC106785442	XP_014601409.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785442_(LOC106785442),_transcript_variant_X1,_mRNA
XM_014745924.1	LOC106785442	XP_014601410.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785442_(LOC106785442),_transcript_variant_X2,_mRNA
XM_014745925.1	LOC106785443	XP_014601411.1	PREDICTED:_Polistes_canadensis_arf-GAP_with_coiled-coil,_ANK_repeat_and_PH_domain-containing_protein_2_(LOC106785443),_mRNA
XM_014745926.1	LOC106785444	XP_014601412.1	PREDICTED:_Polistes_canadensis_protein_deadpan-like_(LOC106785444),_mRNA
XM_014745927.1	LOC106785446	XP_014601413.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785446_(LOC106785446),_mRNA
XM_014745928.1	LOC106785448	XP_014601414.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785448_(LOC106785448),_mRNA
XM_014745929.1	LOC106785449	XP_014601415.1	PREDICTED:_Polistes_canadensis_COP9_signalosome_complex_subunit_7_(LOC106785449),_transcript_variant_X1,_mRNA
XM_014745930.1	LOC106785449	XP_014601416.1	PREDICTED:_Polistes_canadensis_COP9_signalosome_complex_subunit_7_(LOC106785449),_transcript_variant_X2,_mRNA
XM_014745931.1	LOC106785447	XP_014601417.1	PREDICTED:_Polistes_canadensis_protein_mesh_(LOC106785447),_mRNA
XM_014745932.1	LOC106785450	XP_014601418.1	PREDICTED:_Polistes_canadensis_methylglutaconyl-CoA_hydratase,_mitochondrial_(LOC106785450),_transcript_variant_X1,_mRNA
XM_014745933.1	LOC106785450	XP_014601419.1	PREDICTED:_Polistes_canadensis_methylglutaconyl-CoA_hydratase,_mitochondrial_(LOC106785450),_transcript_variant_X2,_mRNA
XM_014745934.1	LOC106785451	XP_014601420.1	PREDICTED:_Polistes_canadensis_small_nuclear_ribonucleoprotein_Sm_D3_(LOC106785451),_mRNA
XM_014745935.1	LOC106785452	XP_014601421.1	PREDICTED:_Polistes_canadensis_uveal_autoantigen_with_coiled-coil_domains_and_ankyrin_repeats_(LOC106785452),_transcript_variant_X1,_mRNA
XM_014745936.1	LOC106785452	XP_014601422.1	PREDICTED:_Polistes_canadensis_uveal_autoantigen_with_coiled-coil_domains_and_ankyrin_repeats_(LOC106785452),_transcript_variant_X2,_mRNA
XM_014745937.1	LOC106785452	XP_014601423.1	PREDICTED:_Polistes_canadensis_uveal_autoantigen_with_coiled-coil_domains_and_ankyrin_repeats_(LOC106785452),_transcript_variant_X3,_mRNA
XM_014745938.1	LOC106785452	XP_014601424.1	PREDICTED:_Polistes_canadensis_uveal_autoantigen_with_coiled-coil_domains_and_ankyrin_repeats_(LOC106785452),_transcript_variant_X4,_mRNA
XM_014745939.1	LOC106785452	XP_014601425.1	PREDICTED:_Polistes_canadensis_uveal_autoantigen_with_coiled-coil_domains_and_ankyrin_repeats_(LOC106785452),_transcript_variant_X5,_mRNA
XM_014745940.1	LOC106785455	XP_014601426.1	PREDICTED:_Polistes_canadensis_kynurenine_3-monooxygenase_(LOC106785455),_mRNA
XM_014745941.1	LOC106785456	XP_014601427.1	PREDICTED:_Polistes_canadensis_IQ_and_AAA_domain-containing_protein_1_(LOC106785456),_mRNA
XM_014745942.1	LOC106785457	XP_014601428.1	PREDICTED:_Polistes_canadensis_putative_uncharacterized_protein_DDB_G0289963_(LOC106785457),_mRNA
XM_014745943.1	LOC106785454	XP_014601429.1	PREDICTED:_Polistes_canadensis_CCR4-NOT_transcription_complex_subunit_7_(LOC106785454),_transcript_variant_X1,_mRNA
XM_014745944.1	LOC106785458	XP_014601430.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785458_(LOC106785458),_partial_mRNA
XM_014745945.1	LOC106785459	XP_014601431.1	PREDICTED:_Polistes_canadensis_17-beta-hydroxysteroid_dehydrogenase_13-like_(LOC106785459),_mRNA
XM_014745946.1	LOC106785460	XP_014601432.1	PREDICTED:_Polistes_canadensis_protein_unc-80_homolog_(LOC106785460),_transcript_variant_X1,_mRNA
XM_014745947.1	LOC106785461	XP_014601433.1	PREDICTED:_Polistes_canadensis_microtubule-associated_protein_tau_(LOC106785461),_transcript_variant_X1,_mRNA
XM_014745948.1	LOC106785461	XP_014601434.1	PREDICTED:_Polistes_canadensis_microtubule-associated_protein_tau_(LOC106785461),_transcript_variant_X2,_mRNA
XM_014745949.1	LOC106785461	XP_014601435.1	PREDICTED:_Polistes_canadensis_microtubule-associated_protein_tau_(LOC106785461),_transcript_variant_X3,_mRNA
XM_014745950.1	LOC106785461	XP_014601436.1	PREDICTED:_Polistes_canadensis_microtubule-associated_protein_tau_(LOC106785461),_transcript_variant_X4,_mRNA
XM_014745951.1	LOC106785461	XP_014601437.1	PREDICTED:_Polistes_canadensis_microtubule-associated_protein_tau_(LOC106785461),_transcript_variant_X5,_mRNA
XM_014745952.1	LOC106785454	XP_014601438.1	PREDICTED:_Polistes_canadensis_CCR4-NOT_transcription_complex_subunit_7_(LOC106785454),_transcript_variant_X2,_mRNA
XM_014745953.1	LOC106785462	XP_014601439.1	PREDICTED:_Polistes_canadensis_carboxypeptidase_Q-like_(LOC106785462),_transcript_variant_X1,_mRNA
XM_014745954.1	LOC106785462	XP_014601440.1	PREDICTED:_Polistes_canadensis_carboxypeptidase_Q-like_(LOC106785462),_transcript_variant_X2,_mRNA
XM_014745955.1	LOC106785462	XP_014601441.1	PREDICTED:_Polistes_canadensis_carboxypeptidase_Q-like_(LOC106785462),_transcript_variant_X3,_mRNA
XM_014745956.1	LOC106785463	XP_014601442.1	PREDICTED:_Polistes_canadensis_cyclin-dependent_kinase_2-like_(LOC106785463),_transcript_variant_X1,_mRNA
XM_014745957.1	LOC106785463	XP_014601443.1	PREDICTED:_Polistes_canadensis_cyclin-dependent_kinase_2-like_(LOC106785463),_transcript_variant_X2,_mRNA
XM_014745958.1	LOC106785463	XP_014601444.1	PREDICTED:_Polistes_canadensis_cyclin-dependent_kinase_2-like_(LOC106785463),_transcript_variant_X3,_mRNA
XM_014745959.1	LOC106785463	XP_014601445.1	PREDICTED:_Polistes_canadensis_cyclin-dependent_kinase_2-like_(LOC106785463),_transcript_variant_X4,_mRNA
XM_014745960.1	LOC106785464	XP_014601446.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785464_(LOC106785464),_mRNA
XM_014745961.1	LOC106785454	XP_014601447.1	PREDICTED:_Polistes_canadensis_CCR4-NOT_transcription_complex_subunit_7_(LOC106785454),_transcript_variant_X3,_mRNA
XM_014745962.1	LOC106785465	XP_014601448.1	PREDICTED:_Polistes_canadensis_myosin_light_chain_alkali_(LOC106785465),_transcript_variant_X1,_mRNA
XM_014745963.1	LOC106785465	XP_014601449.1	PREDICTED:_Polistes_canadensis_myosin_light_chain_alkali_(LOC106785465),_transcript_variant_X2,_mRNA
XM_014745964.1	LOC106785466	XP_014601450.1	PREDICTED:_Polistes_canadensis_E3_ubiquitin-protein_ligase_RNF181-like_(LOC106785466),_mRNA
XM_014745965.1	LOC106785467	XP_014601451.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785467_(LOC106785467),_transcript_variant_X1,_mRNA
XM_014745966.1	LOC106785363	XP_014601452.1	PREDICTED:_Polistes_canadensis_epithelial_discoidin_domain-containing_receptor_1-like_(LOC106785363),_transcript_variant_X3,_mRNA
XM_014745967.1	LOC106785467	XP_014601453.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785467_(LOC106785467),_transcript_variant_X2,_mRNA
XM_014745968.1	LOC106785468	XP_014601454.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X1,_mRNA
XM_014745969.1	LOC106785468	XP_014601455.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X2,_mRNA
XM_014745970.1	LOC106785468	XP_014601456.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X3,_mRNA
XM_014745971.1	LOC106785454	XP_014601457.1	PREDICTED:_Polistes_canadensis_CCR4-NOT_transcription_complex_subunit_7_(LOC106785454),_transcript_variant_X4,_mRNA
XM_014745972.1	LOC106785468	XP_014601458.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X4,_mRNA
XM_014745973.1	LOC106785468	XP_014601459.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X5,_mRNA
XM_014745974.1	LOC106785468	XP_014601460.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X6,_mRNA
XM_014745975.1	LOC106785468	XP_014601461.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X7,_mRNA
XM_014745976.1	LOC106785468	XP_014601462.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X8,_mRNA
XM_014745977.1	LOC106785468	XP_014601463.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X9,_mRNA
XM_014745978.1	LOC106785468	XP_014601464.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X10,_mRNA
XM_014745979.1	LOC106785468	XP_014601465.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X11,_mRNA
XM_014745980.1	LOC106785468	XP_014601466.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X12,_mRNA
XM_014745981.1	LOC106785468	XP_014601467.1	PREDICTED:_Polistes_canadensis_CUGBP_Elav-like_family_member_4_(LOC106785468),_transcript_variant_X13,_mRNA
XM_014745982.1	LOC106785454	XP_014601468.1	PREDICTED:_Polistes_canadensis_CCR4-NOT_transcription_complex_subunit_7_(LOC106785454),_transcript_variant_X5,_mRNA
XM_014745983.1	LOC106785469	XP_014601469.1	PREDICTED:_Polistes_canadensis_protein_yellow-like_(LOC106785469),_mRNA
XM_014745984.1	LOC106785470	XP_014601470.1	PREDICTED:_Polistes_canadensis_COP9_signalosome_complex_subunit_3_(LOC106785470),_mRNA
XM_014745985.1	LOC106785471	XP_014601471.1	PREDICTED:_Polistes_canadensis_nicotinamide_riboside_kinase_1_(LOC106785471),_mRNA
XM_014745986.1	LOC106785472	XP_014601472.1	PREDICTED:_Polistes_canadensis_active_regulator_of_SIRT1-like_(LOC106785472),_mRNA
XM_014745987.1	LOC106785473	XP_014601473.1	PREDICTED:_Polistes_canadensis_fatty_acid_synthase_(LOC106785473),_mRNA
XM_014745988.1	LOC106785474	XP_014601474.1	PREDICTED:_Polistes_canadensis_2-oxoglutarate_and_iron-dependent_oxygenase_domain-containing_protein_3-like_(LOC106785474),_mRNA
XM_014745989.1	LOC106785475	XP_014601475.1	PREDICTED:_Polistes_canadensis_conserved_oligomeric_Golgi_complex_subunit_3_(LOC106785475),_mRNA
XM_014745990.1	LOC106785454	XP_014601476.1	PREDICTED:_Polistes_canadensis_CCR4-NOT_transcription_complex_subunit_7_(LOC106785454),_transcript_variant_X6,_mRNA
XM_014745991.1	LOC106785476	XP_014601477.1	PREDICTED:_Polistes_canadensis_ABC_transporter_G_family_member_14_(LOC106785476),_mRNA
XM_014745992.1	LOC106785477	XP_014601478.1	PREDICTED:_Polistes_canadensis_protein-tyrosine_sulfotransferase_(LOC106785477),_transcript_variant_X1,_mRNA
XM_014745993.1	LOC106785477	XP_014601479.1	PREDICTED:_Polistes_canadensis_protein-tyrosine_sulfotransferase_(LOC106785477),_transcript_variant_X2,_mRNA
XM_014745994.1	LOC106785478	XP_014601480.1	PREDICTED:_Polistes_canadensis_protein_lin-7_homolog_C_(LOC106785478),_mRNA
XM_014745995.1	LOC106785479	XP_014601481.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_1_(LOC106785479),_transcript_variant_X1,_mRNA
XM_014745996.1	LOC106785479	XP_014601482.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_1_(LOC106785479),_transcript_variant_X2,_mRNA
XM_014745997.1	LOC106785479	XP_014601483.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_1_(LOC106785479),_transcript_variant_X3,_mRNA
XM_014745998.1	LOC106785454	XP_014601484.1	PREDICTED:_Polistes_canadensis_CCR4-NOT_transcription_complex_subunit_7_(LOC106785454),_transcript_variant_X7,_mRNA
XM_014745999.1	LOC106785480	XP_014601485.1	PREDICTED:_Polistes_canadensis_probable_elongator_complex_protein_3_(LOC106785480),_mRNA
XM_014746000.1	LOC106785481	XP_014601486.1	PREDICTED:_Polistes_canadensis_protein_ECT2_(LOC106785481),_transcript_variant_X1,_mRNA
XM_014746001.1	LOC106785481	XP_014601487.1	PREDICTED:_Polistes_canadensis_protein_ECT2_(LOC106785481),_transcript_variant_X2,_mRNA
XM_014746002.1	LOC106785481	XP_014601488.1	PREDICTED:_Polistes_canadensis_protein_ECT2_(LOC106785481),_transcript_variant_X3,_mRNA
XM_014746003.1	LOC106785481	XP_014601489.1	PREDICTED:_Polistes_canadensis_protein_ECT2_(LOC106785481),_transcript_variant_X4,_mRNA
XM_014746004.1	LOC106785481	XP_014601490.1	PREDICTED:_Polistes_canadensis_protein_ECT2_(LOC106785481),_transcript_variant_X5,_mRNA
XM_014746005.1	LOC106785481	XP_014601491.1	PREDICTED:_Polistes_canadensis_protein_ECT2_(LOC106785481),_transcript_variant_X6,_mRNA
XM_014746006.1	LOC106785481	XP_014601492.1	PREDICTED:_Polistes_canadensis_protein_ECT2_(LOC106785481),_transcript_variant_X7,_mRNA
XM_014746007.1	LOC106785481	XP_014601493.1	PREDICTED:_Polistes_canadensis_protein_ECT2_(LOC106785481),_transcript_variant_X8,_mRNA
XM_014746008.1	LOC106785454	XP_014601494.1	PREDICTED:_Polistes_canadensis_CCR4-NOT_transcription_complex_subunit_7_(LOC106785454),_transcript_variant_X8,_mRNA
XM_014746009.1	LOC106785482	XP_014601495.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_13_(LOC106785482),_transcript_variant_X1,_mRNA
XM_014746010.1	LOC106785482	XP_014601496.1	PREDICTED:_Polistes_canadensis_TBC1_domain_family_member_13_(LOC106785482),_transcript_variant_X3,_mRNA
XM_014746011.1	LOC106785483	XP_014601497.1	PREDICTED:_Polistes_canadensis_LIM/homeobox_protein_Awh-like_(LOC106785483),_mRNA
XM_014746012.1	LOC106785484	XP_014601498.1	PREDICTED:_Polistes_canadensis_LIM/homeobox_protein_Awh_(LOC106785484),_transcript_variant_X1,_mRNA
XM_014746013.1	LOC106785484	XP_014601499.1	PREDICTED:_Polistes_canadensis_LIM/homeobox_protein_Awh_(LOC106785484),_transcript_variant_X2,_mRNA
XM_014746014.1	LOC106785485	XP_014601500.1	PREDICTED:_Polistes_canadensis_equilibrative_nucleoside_transporter_4_(LOC106785485),_mRNA
XM_014746015.1	LOC106785486	XP_014601501.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106785486_(LOC106785486),_transcript_variant_X1,_mRNA
XM_014746016.1	LOC106785488	XP_014601502.1	PREDICTED:_Polistes_canadensis_glutaminase_kidney_isoform,_mitochondrial_(LOC106785488),_transcript_variant_X1,_mRNA
XM_014746017.1	LOC106785488	XP_014601503.1	PREDICTED:_Polistes_canadensis_glutaminase_kidney_isoform,_mitochondrial_(LOC106785488),_transcript_variant_X2,_mRNA
XM_014746018.1	LOC106785488	XP_014601504.1	PREDICTED:_Polistes_canadensis_glutaminase_kidney_isoform,_mitochondrial_(LOC106785488),_transcript_variant_X3,_mRNA
XM_014746019.1	LOC106785488	XP_014601505.1	PREDICTED:_Polistes_canadensis_glutaminase_kidney_isoform,_mitochondrial_(LOC106785488),_transcript_variant_X4,_mRNA
XM_014746020.1	LOC106785488	XP_014601506.1	PREDICTED:_Polistes_canadensis_glutaminase_kidney_isoform,_mitochondrial_(LOC106785488),_transcript_variant_X5,_mRNA
XM_014746021.1	LOC106785488	XP_014601507.1	PREDICTED:_Polistes_canadensis_glutaminase_kidney_isoform,_mitochondrial_(LOC106785488),_transcript_variant_X6,_mRNA
XM_014746022.1	LOC106785488	XP_014601508.1	PREDICTED:_Polistes_canadensis_glutaminase_kidney_isoform,_mitochondrial_(LOC106785488),_transcript_variant_X7,_mRNA
XM_014746023.1	LOC106785488	XP_014601509.1	PREDICTED:_Polistes_canadensis_glutaminase_kidney_isoform,_mitochondrial_(LOC106785488),_transcript_variant_X8,_mRNA
